pid,PCC_1,PCC_2,PCC_3,PCC_4,PCC_5,CAF_1,CAF_2,CAF_3,CAF_4,CAF_5,T4_1,T4_2,T4_3,T4_4,T4_5,T8_1,T8_2,T8_3,T8_4,T8_5,Treg_1,Treg_2,Treg_3,Treg_4,Treg_5,B_1,B_2,B_3,B_4,B_5,NEU_1,NEU_2,NEU_3,NEU_4,NEU_5,MO_1,MO_2,MO_3,MO_4,MO_5,MAC_1,MAC_2,MAC_3,MAC_4,MAC_5,DC_1,DC_2,DC_3,DC_4,DC_5
Q99P91,37577.27344,33610.37891,29721.62305,33718.73047,97838.8125,27983.08398,22729.92578,22894.65625,58578.44531,69883.24219,27432.81641,36484.80859,18526.31055,36876.03125,39104.67578,26668.48828,19416.0957,20211.26172,34676.48047,23532.97461,28597.66797,35149.5625,20638.2168,39322.73047,66365.26563,32578.2832,38059.30078,27923.41797,37762.0625,81026.52344,37051.12891,22732.83984,34098.83984,24379.16992,74191.71094,21444.64063,17214.9668,23761.08398,17776.39063,17415.01563,83133.125,107655.5,110359.4141,117031.4219,22262.22656,18664.01953,17939.9707,19830.68555,17006.52344,38150.8125
Q99PG0,95764.60938,21654.58203,31900.77148,65065.83594,76923.57813,22029.68359,13868.95117,27233.4707,16407.01953,21016.83398,44774.29688,35733.75781,37192.76953,32059.15234,20192.99219,43892.65234,32139.14648,31634.5625,26947.78906,25209.64063,23714.37109,27394.61719,15981.58398,33791.78516,19505.5293,32472.2207,29134.78125,48029.90234,27940.70117,39281.21484,26907.50781,21663.53125,33559.67188,20575.5293,29684.98438,18348.67578,18922.46289,28298.2168,17468.4668,30382.92383,38302.80859,20307.14844,27141.49023,27665.0957,20207.66797,25130.75781,19630.11914,22689.63281,24979.57617,18470.2832
Q99PG2,41447.04688,24686.39844,63850.61328,39956.44141,39890.85938,69193.10156,32118.71484,56644.23047,58810.93359,28131.92383,42200.54688,30346.47266,38675.74609,25467.07813,47278.89453,41066.00391,43068.89453,46963.85547,34774.19922,48664.80078,35519.68359,42697.17969,42998.42969,14682.88086,45990.21875,72787.51563,44946.38281,47903.13672,56155.53516,58762.90234,66295.11719,56591.42188,60555.57031,58932.23438,48444.00781,53326.96484,46703.61719,42272.57813,47635.26563,63498.85547,49061.83203,50160.28125,59178.09375,44057.94141,57349.6875,55430.42578,57945.94531,52008.12891,58427.35156,61834.5
Q99PG4,31613.15625,24248.77539,25018.36133,30779.13672,27537.08594,20908.5957,30433.07617,30500.68359,62238.18359,18102.97266,32502.91016,39027.30859,26039.3457,46934.125,25245.25977,27331.16406,19205.44922,24865.11133,23538.66992,24528.43555,30633.51758,26841.52734,21666.625,26411.4375,15585.00195,27694.07813,38321.44531,33661.65234,27353.95703,38193.25391,55808.34375,23138.4707,25245.72852,56870.20313,39553.91797,19059.5625,27766.08008,23952.97656,26250.41797,17397.05469,56179.55859,63874.37891,33449.10938,59426.90234,26949.5,23917.67773,17815.30469,31817.35352,14480.5791,36111.69922
Q99PL5,172451.375,116194.7422,101305.7813,107631.7344,183970.7188,386826.4688,415202.5938,295801.2813,300620.9688,554949.5,115095.3047,163354.8594,145132.4688,38501.69922,139509.875,76780.3125,75795.64844,101930.2188,64965.65234,119209.5313,86370.47656,107146.1797,137116.8438,86198.45313,121665.3672,146751.4688,122406.7266,156138.6406,145822.75,122642.0938,148274.5781,133771.1563,172301.4219,139151.0469,152323.375,214121.5938,232665.8438,237051.5313,260652.7969,308197.5313,295562.8125,313273.8438,271891.8438,293894.3125,303645.5,288246.5625,341762.625,286251.2813,327991.625,283864.5938
Q99PL6,42251.68359,23553.20703,15942.10059,28885.98047,31890.67188,52937.07422,47342.69531,23423.38867,37125.31641,20405.56641,75830.42969,61135.79688,20159.74219,58584.56641,43902.28906,25816.00586,49281.23828,60111.19922,60838.15234,73490.67969,77607.36719,33455.36719,22766.39063,73655.84375,58278.15234,63982.01172,58747.09375,34198.86328,81642.99219,59246.00391,65249.79297,30839.27734,23955.49414,23853.41602,18967.84766,78819.44531,21693.98438,22964.18164,55033.70313,21262.73438,50464.05859,33417.17578,54059.49609,97031.90625,53008.40234,44219.11719,43203.14063,25030.91602,58291.90625,56170.53516
Q99PM9,26201.91016,29373.23633,25255.6582,22161.76758,21095.46094,43988.30469,23721.31641,21573.98438,22904.23828,26302.14453,30647.83789,41333.60938,30300.42969,21400.82617,21127.71289,29537.2207,30464.41406,25861.32031,30202.02344,26784.96875,27321.06641,24536.04102,23796.01172,37399.02344,35709.17578,34732.96094,28525.86523,65783.39844,25206.07422,31566.90039,26156.24219,28220.22656,27366.79688,13043.09473,38074.17188,42267.82813,21280.64844,32507.37891,33544.85547,40624.44531,35649.95313,20040.66406,18605.49414,25038.95898,22553.48047,42007.36328,30221.91406,32725.44336,34457.03125,40173.34766
Q99PN3,29366.38281,38941.57031,41467.51563,21477.9375,34816.35938,26877.14453,25520.04492,29387.33594,17328.07617,16910.86523,41063.66797,31150.51953,33093.0625,28462.48242,19623.54102,33994.1875,25600.36914,25497.58398,24405.77539,16149.09863,29767.47461,30847.45313,22377.60547,24176.17383,35139.82813,45268.14063,27522.40039,33490.61719,32630.78516,36879.49609,34946.56641,22296.51367,24864.73242,22767.1582,25101.33789,22419.01758,22995.06445,25363.08594,17562.71484,33711.55469,29895.75195,40900.90625,24526.50586,18550.49023,22020.74414,23348.79883,34404.27344,28954.82227,29219.45117,21513.17578
Q99PP6,38448.49219,23814.64258,33109.58203,31543.66406,32120.41406,28899.82813,16246.48145,24038.69531,24932.37891,23139.40234,31521.65234,29382.16797,49593.32813,37463.40625,45357.01172,61247.67969,51289.28906,22760.40234,22341.91016,50402.35156,35199.27734,33655.97656,30937.20313,31472.26563,39200.74609,44591.78906,22616.36328,74099.46875,69040.3125,78390.04688,34273.52344,29755.19922,21270.16992,19259.82422,19199.84961,36546.99219,18205.95117,25715.46484,26488.35156,32508.60352,24337.40234,26101.00586,29811.91992,18379.33789,18303.69531,18961.36719,20518.04883,23470.33594,17365.64258,54956.5625
Q99PP7,36245.17188,37893.06641,25682.47461,23832.51758,32993.72266,22411.81641,20682.16602,24979.01563,17411.33203,26523.97266,79136.03125,26104.83594,81221.07813,72037.82031,81888.375,34890.10547,75216.07031,88932.78906,67280.14844,26051.48242,43097.37109,74885.66406,67214.35938,48429.95313,83504.00781,71485.46875,67386.25781,33554.63672,84139.21875,31395.30078,31440.7832,30013.49023,18361.39063,21039.00391,48128.58594,87129.82813,61714.19922,23592.88086,96821.36719,25962.03516,100652.8203,20182.00977,14344.79688,19000.86523,14849.77344,68709.14063,54103.86328,27705.99805,62326.37109,78918.60938
Q99PP9,42147.32422,27535.30273,24285.55859,29012.22266,30527.00781,41754.12891,21982.75586,24033.64258,34429.07031,18760.16602,20695.60938,34161.40234,31204.20703,25337.74805,18560.2168,28758.10156,31036.58789,29163.72266,20783.76172,24774.75781,51990.11719,40741.05078,20245.97461,23448.00586,21431.00781,36201.90234,19789.95898,49846.79688,41903.33203,34242.27344,34053.06641,12714.59766,25655.47852,27581.22656,35000.6875,26837.64258,20298.15625,22608.70898,24381.65234,52958.70313,25058.67969,17480.94336,18595.73242,26594.91992,33773.76563,35012.58203,15172.43359,27810.24023,23330.31641,29860.67578
Q99PQ1,28320.39258,26181.79102,25328.82227,27578.78516,35935.72266,23616.56641,25045.23242,34211.50391,23676.49609,32052.79492,20876.88672,31908.4707,32497.92578,27000.39063,37612.16406,43645.91406,46633.71094,26476.00977,31887.50977,21304.43555,29389.29883,27444.17188,26675.89453,47726.60938,28873.26563,25509.18359,48958.09766,39434.21875,28575.40625,41179.49219,44140.44141,19742.07227,31013.26953,31643.95313,27282.7168,17726.70703,16817.81445,28466.11523,27181.08008,32915.03906,29532.39844,18547.24023,27325.45703,31040.69141,25588.30664,24077.24609,24827.76172,34653.83984,28938.04102,29067.10547
Q99PS0,84260.55469,41251.36719,65320.22266,26716.88867,95781.19531,87262.17188,29640.33594,31764.375,21491.93945,94963.25781,100095.6094,100128.2969,116213.1719,70794.28906,26393.28711,217965.7188,20435.07422,70618.82813,42073.58594,134286.4375,112835.9219,89789.78125,99057.17969,16280.71191,57836.46094,123959.3828,20662.46094,161517.6719,110067.9922,32481.25977,118875.0938,18247.73633,40438.47656,39049.96484,23835.33789,98788.94531,44455.3125,28416.91211,51043.12891,146733.2344,47170.48047,21115.74609,17596.31055,170725.5,32923.98047,13819.05762,16974.45703,154157.0313,18112.74023,79254.55469
Q99PT1,184623.7188,171337.8281,145286.625,128503.2266,241989.0938,398121.1563,530285.1875,348546.0625,672594.25,407210.7188,964071.3125,933984,1020031.438,1085916.5,922919.625,742644.25,923079.5,976072.875,990814.0625,953981.4375,1012649.313,858337.5,882016.625,1032580.813,885099.3125,737427.5,922061,514709.25,988234.25,1071121.875,643675.8125,713388.4375,645089.125,962991.125,799315.8125,954347.25,1052697.25,733112.4375,1145894,1061271.625,942087.125,939949.75,700898.5625,989703.875,1054888.75,998450.125,1389872.25,811155.875,1173338.25,1374277.25
Q99PU5,28266.62109,94447.90625,345582.4063,86987.34375,71760.73438,24459.10547,20720.41211,20642.16016,32605.53711,28049.05078,15740.4502,32013.55664,19421.48828,30370.6543,22841.61133,25501.71484,24628.55078,26677.26953,20376.16992,25483.00977,25492.91602,26756.51367,27978.73633,27808.93359,25306.41211,27562.21875,26096.03711,30463.78906,27048.76563,31424.01563,28691.50977,66897.07031,29915.87695,33051.15234,46946.56641,23314.83789,23198.76563,22241.92773,13876.46191,42716.85547,19845.30664,18944.36523,29128.15625,24751.85742,23827.80664,11142.73828,21663.1582,30188.86914,19083.74219,13831.46875
Q99PU8,59495.49219,47838.17188,27524.34766,34221.09375,28002.41992,59431.85156,69324.49219,23819.14453,53003.28906,51173.43359,23047.38281,31486.33203,39194.60547,26577.16992,43560.45313,31669.58789,23764.46094,26764.68555,32748.77148,53537.26172,22061.83203,24132.82422,22648.5293,28464.47852,38452.38281,24005.77734,27520.72656,49261.04297,26391.21094,40964.51953,26528.28516,23949.76367,23082.67969,19836.625,35783.87109,38569.86719,32417.5957,30440.31836,22927.86914,28214.61133,58458.76172,16734.92969,26457.25391,63406.74609,33787.33984,55107.71094,30747.77734,31551.54688,36217.00391,29885.65625
Q99PV0,405867.5625,468037.1875,427426.9688,327500.25,489170.125,540046.6875,488237.7813,519832.7813,447627.25,544163.4375,665166.125,651912,644954.4375,612917,612004.5,626140.3125,605104.6875,639751.1875,684020.625,619649.4375,582779.9375,646515,625978.875,599514.75,614404.9375,679027.1875,666175.5625,719211.5,705232.8125,697897.125,550263.5,508849.2188,496051.9375,469470,431145.5313,659656.75,589282.5625,555951.875,520778.625,537755.375,474946.25,467138.9688,456595.2188,494281.7813,519406.8438,569627.5625,518573.875,544305.875,528408.25,584862.375
Q99PV8,41400.19531,32466.29688,24543.37305,20970.16406,43614.39063,37684.08594,33594.27344,25656.9375,17666.32227,34908.91016,131899.4531,95966.38281,142981.9063,130278.8516,120288.1406,109322.4219,108744.0938,110336.9453,29529.70313,103221.7813,118811.7813,128989.6953,121596.0625,105535.8828,121436.5313,28912.20898,31365.49219,43131.25781,25035.48438,35520.52734,40326.92188,20138.84375,29210.06641,24750.26953,40007.05078,26161.15234,26673.10742,19963.32813,19124.95117,27083.60156,28000.49609,23330.43945,26585.91992,16129.22363,16881.26758,21596.92969,20272.34375,25322.14258,11524.58984,20920.125
Q99PW4,33066.75781,31680.89453,19598.13281,31099.98633,40295.02344,19156.83594,35842.4375,24860.91992,19350.63477,19107.08203,27174.39844,24266.92773,19597.58789,50372.77344,43051.89844,40144.94141,47069.125,22060.56445,47801.40625,27226.2168,27156.51172,24842.58594,32456.79102,28022.51172,28448.33789,46214.54688,36964.30859,52492.26563,39429.03125,24879.81055,43828.26172,18173.76172,24743.74414,31992.44531,27463.11719,16988.69141,32587.24219,29480.06641,27821.56641,40312.71484,26246.86133,38211.03125,30786.23828,31585.31055,31188.57422,35411.39453,20676.21875,34491.69141,33295.94531,28066.39258
Q9BCZ4,33305.01563,23610.47852,39514.82422,33126.66016,32950.04297,47645.91016,33445.26563,39822.46094,55993.29297,64442.55859,30381.55859,30717.54883,30511.69531,43952.11719,17282.10156,35580.42969,23894.79492,25261.9707,17954.17188,37755.44922,24909.82617,33358.29297,48064.23828,27404.39648,24408.21094,35302.0625,34012.28125,28300.59375,41115.00391,25199.77734,29602.52539,30678.54688,23974.39453,25790.69336,32800.89844,34633.43359,55772.97656,88190.9375,19103.91211,24002.42969,34142.16797,36030.65234,14930.79199,30218.2793,24332.33594,34954.58203,37307.66016,26753.22266,15008.82813,35910.66797
Q9CPN8,33555.19141,22202.14844,23613.55273,26813.88086,79993.32031,130488.4609,28436.73828,21983.32227,66918.92188,30606.25391,19782.45117,31313.53516,29927.0332,28670.86328,27135.30273,34923.88672,25357.46875,22847.53125,27432.52734,31676.89453,20579.88086,26287.14453,23574.14063,33703.46484,20196.42383,43200.08203,31394.05664,47442.41406,34287.80078,31403.625,27567.44727,13527.66504,37174.65234,32716.68164,25848.0918,27633.40234,19030.44336,29419.36719,17308.07617,26774.36523,26706.91211,27378.74023,24021.44531,26472.33398,29744.81641,15583.33301,30163.39648,19102.25781,22761.99609,27670.49023
Q9CPP0,26410.17969,123959.3828,30521.66016,19993.75781,75933.5625,97564.97656,103269.8281,21415.69922,88231.99219,96794.36719,214501.5469,264401.9063,217761.5156,245763.9531,212882.4531,263401.5938,290828.8438,290460.3438,295752.7813,237110.4688,170743.5625,184774.625,199314.9688,264338.9688,201407.875,101698.4297,147292.2031,138583.2031,124376.0234,132655.4531,49231.71094,140982.625,51985.375,19602.05859,40182.24219,223294.625,261060.0781,187900.2656,201472.5781,135105.2344,105402.8594,125742.0234,25244.41016,79395.39844,137074.7969,121870.9453,26175.06055,26579.75195,152308.0625,138074.7969
Q9CPP6,132328.7656,116330.3125,139829.7031,144146.1406,125950.1641,79435.5,77208.85938,112475.0391,106987.2188,116578.1875,62520.80859,78054.46094,58719.02344,79755.92969,89039.375,77542.85938,68322.80469,65297.51563,67413.97656,76112.16406,74441.17188,68997.79688,64342.99609,68555.70313,68334.46094,45603.53906,40636.61328,66624.25,68435.99219,76776.76563,60939.625,87228.60938,106393.25,51333.78906,81059.41406,75473.76563,68230.91406,89940.07813,80696.39844,85218.64063,73675.51563,70075.3125,101665.625,67931.90625,88693.02344,76554.48438,80169.49219,136541.4063,83170.94531,90647.00781
Q9CPQ1,492357.7813,406480.8125,434825.1563,447980.6875,416017.4688,254087.4531,263252.25,360172.9063,306780.7813,282924.5625,172472.5781,220725.2344,202094.1563,272924.7188,238987.75,106820.3047,203895.4844,230407.3906,244474.4844,251568.1719,215703.9063,171012.3906,217720.625,232151.7969,227049.0469,169215.8906,261506.0469,270830.625,140774.2031,240490.4219,185786.2813,394658.75,379354.1875,231244.4688,239940.0469,257904.0313,265868.8438,285702.6875,296444.5,369716.875,240987.5625,266795.5938,388000.9063,275939.7188,372380.0625,248661.9531,300631.2813,474178.9375,326654,316312.7813
Q9CPQ3,202217.375,223229.6875,147650.3594,208536.8594,109514.9609,140653.1094,141429.9219,150252.4688,160368.875,128367.7266,99472.67188,100694.8828,97272.48438,132012.8438,89025.48438,103915.9922,134488.9844,127178.8359,116656.5078,108997.2734,110544.8594,117043.9531,91551.26563,115441.5469,82728.77344,75807.47656,91361.55469,129513.1016,106267.7109,90124.57031,104316.8281,127128.9063,125572.4063,95113.53906,87658.66406,137357.25,134505.3438,163108.1875,134681.8594,113324.6328,153542.1563,143825.5781,137677.7813,168462.75,90572.25781,145335.0469,166897.4375,240424.9375,186938.875,89853.19531
Q9CPQ8,1053372.375,770493.75,869106.625,789384.3125,531282.375,614112.625,674173.5625,662821.375,598366.5625,454623.125,459894.5625,405336.1563,430967.1563,418519.7813,319988.0938,360146.25,370726.625,431064.0313,380994.75,282125.2188,536875.9375,437523.875,432135.625,472777.375,287960.875,472464.9688,369425.1563,427536.625,461815.0313,192069.8281,462434.5313,611547.5,730949.4375,392295.4688,274007.9063,545781.625,449495.875,621439.5625,485178.7813,365410.9375,555988.625,442688.3438,783793.625,456692.4063,346943.8438,478836.9375,515344.5313,845107.875,511860.5,307547.5
Q9CPR4,255147.4688,271820.6875,240563.875,211302.6719,282829.1875,534861.8125,468789.625,422297.0625,446018.0938,468234.625,494888.5938,434805.5938,443733.6875,419841.5313,478357.3438,451841.625,447539.0625,573777.8125,471099.5938,527841.25,406717.3438,411590,425512.25,359200.9375,492424.1875,422590.8125,436032.9063,396404.25,396692.5938,361751.0625,204417.75,280647.9688,176897.9844,173069.8906,194641.7031,563306.8125,541891.1875,420371.375,613132.625,531403.875,501841.5938,498918.9063,436613.7813,445658.5313,506390.9375,564046.0625,554533.625,429304.9375,562059.3125,520538.375
Q9CPR5,91193.45313,95718.53125,94312.52344,108442.8828,44879.9375,49396.49609,19767.33984,67661.57031,50662.09766,19637.51758,24625.41016,28196.08008,26572.0918,37133.48828,16588.63086,38254.55469,29052.31445,26064.43555,31155.48242,15528.53516,87951.07813,26313.15234,43777.44531,28168.08008,24997.20117,33151.71875,25614.94531,31754.12891,132513.4688,46703.86328,36492.72266,64741.48438,59844.21484,23360.39258,35411.74609,22386.37891,24676.77148,26970.0293,22224.43945,24416.76367,59812.61328,20862.77344,72535.44531,25079.875,24320.00195,42664.50781,49487.09375,105196.8281,54014.5625,61121.73438
Q9CPR7,30977.74219,27185.12305,38120.16016,24528.93945,37410.05078,27402.875,37375.09766,30446.85938,30801.48438,24033.94531,21744.54883,31438.33203,20715.83789,20206.51758,29389.58984,23342.44141,15449.16504,23553.6582,31611.67188,25515.625,26286.06641,14900.0791,18413.83984,21459.38867,19829.76758,30797.28906,24959.75195,38858.46094,29643.04102,35183.36328,54187.97656,29393.66992,49922.54297,48456.24219,24877.58984,27294.31445,17446.99023,23066.57227,44075.85547,46293.76953,26287.36914,25132.13672,25814.40234,20193.98047,49194.42969,14825.57715,19325.32422,26416.91992,28927.80859,31284.01172
Q9CPR8,40579.97266,21315.71875,24946.11133,25017.79883,28719.44141,18603.61328,22782.46875,27493.97852,21248.44531,22914.76172,26342.28516,35517.92188,34262.76563,34407.02344,26200.78516,34577.55078,17175.35547,21558.81641,19748.79297,20774.80664,41498.53125,48985.41797,34145.82422,19776.50195,26551.67188,36217.60156,26663.41211,53674.29297,47563.68359,28749.60547,26896.89063,27148.4707,38662.375,25561.49414,50027.09766,18060.01563,21217.08984,17220.85156,13211.44629,18209.98242,38890.55859,33462.97656,33405.75781,21321.29883,22258.85742,13517.0459,12163.12012,24364.07422,22001.0293,32450.65625
Q9CPS6,30162.08008,28454.22461,38561.71094,23059.02539,37551.14844,42526.67578,62048.48047,14054.93848,22013.2207,29975.89648,30152.99023,37394.22656,30186.5957,28693.27344,28957.42578,34584.13281,37391.92578,23199.56445,28297.73047,29871.59375,21445.90234,39972.39844,25738.64648,24784.57031,30760.95117,62691.93359,16550.82031,39408.52344,29164.35938,29186.16992,27640.89258,15970.90723,41001.28125,37757.57031,36399.55859,31333.45508,33209.53906,27464.02539,25207.04102,25054.87109,28716.11914,27775.46094,25366.33789,13686.1582,23055.44336,41466.19922,14567.41895,27263.08398,32837.17188,25107.56055
